,Joke,category
3390,"Yo Momma's feet are so ashy she leaves white footprints. Yo Momma's house is so nasty the roaches moved out. Yo Momma's hair is so short it's ingrown. I would stay and chat, but yo momma's water bowl is empty.",Yo Momma
1345,"If my dog was as ugly as your mom, I'd shave its butt and teach it to walk backwards!",Yo Momma
6385,Yo mamma is so fat that when she goes to the beach she's the only one that gets a tan!,Yo Momma
3105,"Yo mamma is so fat, she jumped up and got stuck in the sky.",Yo Momma
6932,"Yo momma so fat, when she entered a fat contest she won 1st, 2nd, and 3rd prizes.",Yo Momma
9091,Yo momma so ugly she made a mime scream.,Yo Momma
2969,"Yo momma is so fat, when she stepped on a dollar she made change.",Yo Momma
9788,"Yo momma was so fat, I was surprised that she could even jump!",Yo Momma
220,Your momma so fat when she broke a leg gravy came out.,Yo Momma
4217,"Yo momma so nasty I was on the phone with her, and she gave me an ear infection.",Yo Momma
3839,Your momma so white and ugly Michael Jackson took one glance and thought he was looking into a mirror!,Yo Momma
6305,"Yo mama is so nasty... ...she made speed stick slow down. ...she brings crabs to the beach. ...she made right guard turn left. ...the fishery payed her to leave. ...she has to creep up on bathwater. ...that she pours salt water down her pants to keep her crabs fresh. ...I called her to say hello, and she ended up giving me an ear infection.",Yo Momma
6931,"Yo momma so fat and stupid, when her doctor told her to go on a seafood diet, she says OK, I see food, I eat it.",Yo Momma
5267,"Yo Momma so scary, she scares Michael Jackson!",Yo Momma
5903,"Yo Momma is so dumb, she was on her way to the airport and saw a sign that said, ""Airport Left"" so she turned around and went home",Yo Momma
6229,She make Olympic sumo wrestlers look anorexic.,Yo Momma
3633,"Yo mama's so funky, they closed the beaches for a week after she drained her bath water.",Yo Momma
1595,"Yo momma's like a bubble gum machine, 5 cents a blow.",Yo Momma
3874,"Yo Momma so dumb, she was killed in a pie eating contest when the cow sat on her!",Yo Momma
3242,Yo momma so fat she went on a sea food diet - she see food and eat it.,Yo Momma
7074,Yo Momma is so Dumb she put training wheels on your tricycle.,Yo Momma
4095,"Yo Momma so dumb when she went through the McDonalds drive through, she drove through McDonalds.",Yo Momma
2796,"Yo momma's so fat, she plays hopscotch like this : Washington, California, Nevada, now Arizona",Yo Momma
5951,Yo Momma's so stupid she went to McDonalds and thought she could buy the whole menu for a $,Yo Momma
816,Yo mama's so fat that she rents herself out as a jumping castle.,Yo Momma
2848,Yo momma's so stupid... She site on the T.V and watches the couch.,Yo Momma
9084,"Yo momma's lips are so big, she made Angelina Jolie jealous!",Yo Momma
4609,"yo momma is so old --- she knew Burger King when he was a prince! yo momma is so poor --- I saw her banging on the dumpster and I asked her what she was doing and she said ""My kids locked me out!""",Yo Momma
9685,Your mum's so fat she fell in love and broke it.,Yo Momma
5801,"Yo momma is so fat, she joined MySpace and there was no room for anyone else. Yo momma is so fat, she tried uploading her picture to a computer, but the C: Drive filled up.",Yo Momma
5321,Yo momma is so fat she was runing in the street with a yellow raincoat and the kids thougth they mised the bus.,Yo Momma
5254,"Yo Mamma so stupid, she wanted to go on a roller coaster and looked at the height, and she was too tall.",Yo Momma
9792,yo-mamma is so fat shes fat!!!!!!!!!!!!!!!!!,Yo Momma
9086,"Yo momma's breath smells so bad, her teeth duck when she yawns!",Yo Momma
9791,yo mamma is so fat it takes 1111111111111111111111111999999999thousand belts to fit her waist,Yo Momma
3818,"Yo mama's so skinny, when she wears striped PJ's there's only 2 stripes.",Yo Momma
5340,yo momma is so fat when she hugs people they get lost!,Yo Momma
4395,"Yo Momma's so fat, when she walks down the street and hums, the kids all run after her, waving money and yelling, ""Ice Cream truck! Ice Cream truck!""",Yo Momma
3381,"Yo momma can be used as a weapon: she's so ugly, she'll blind house robbers!",Yo Momma
5901,"Yo momma is like a lollipop, she is round and has been licked by everyone",Yo Momma
9185,- What did you have for dinner last night? - Your mom.,Yo Momma
5086,Yo momma ain't got no hands. And yo dad ain't got no eyes. Yo momma said i'm goona slap the shit out of you. And yo daddy said i'd like to see that.,Yo Momma
9187,"Painter: ""Y'are a dog."" Apemantus: ""Thy mother's of my generation. What's she, if I be a dog?""",Yo Momma
6387,Yo mamma is so poor she has only got two channels on her T.V. : 'on' and 'off'.,Yo Momma
3501,yo momma so short that when she sat on the curb her legs swing,Yo Momma
9090,Yo momma so ugly the plastic surgeon sued her.,Yo Momma
155,"Yo Momma's so poor, I blew my nose, and she said, ""Lord thank us, we have food!""",Yo Momma
9405,"Yo momma is so fat, she's NOT on A Diet. . .she's on two Diets cause one ain't fittin' her well!",Yo Momma
773,"Yo mama is so fat, when she got on the scale it said To be Continued!",Yo Momma
4200,yo mama is so fat people run around her for exercize,Yo Momma
2022,You are so ugly your mum has to feed you with a slingshot,Yo Momma
9183,- What do you wanna do next? - Your mom!,Yo Momma
6425,"Yo mamma is so poor, when I told her she eats dirt, she said to me,""No way, that stuff is for rich people!""",Yo Momma
5891,"Yo momma is so cheap, she went to McDonalds and put a hamburger on lay-away.",Yo Momma
3058,Yo mama so fat when you get on top of her your ears pop!,Yo Momma
5662,"One day, there was a powerful slide, and when you go down on it, you wish for something and you get it. One guy goes down the slide, and says, ""A pot of gold,"" and he gets it. Another guy goes down and says, ""A pot of silver,"" and he gets it. The third guy says, ""Weeee,"" and he gets a pot of wee!",Yo Momma
5859,"Yo momma so fat and stupid, when she stepped on the scale she went running to me saying ""Look! Look! The scale talks!"" I dropped my purse onto it to test this theory and it said, ""hI"" in the area where the numbers usually show up. Yo momma said, ""See!? When I stepped on it, it said, 'hELLO!'"" I told her, ""The scale's upside-down.""",Yo Momma
3927,"Yo momma so stupid, she looked in the Cd player for her cassette tape!",Yo Momma
830,"Yo momma is so dumb, she thought a GameCube was a Rubik's puzzle.",Yo Momma
2960,"Yo Momma is so fat she put on a red coat, walked outside, and everyone started yelling, ""Kool-Aid, Kool-Aid""",Yo Momma
6382,"Yo mama so fat, when she walked past the TV, I missed a whole episode off MTV's grand finale of Making the Van!",Yo Momma
4935,"yo mommas so stupid, she brought a TV remote to the movie theater.",Yo Momma
7794,Yo momma's so ugly when she walks in a room mice jump on chairs!,Yo Momma
4149,Yo momma so dumb she got hit by a parked car!,Yo Momma
3246,Yo momma so stupid she went to commit suicide and tried to jump out her basement window.,Yo Momma
5565,Yo momma is so uncoordinated she couldn't hit water if she fell out of a boat.,Yo Momma
8645,Yo mama so short that you can see her feet on the driver license. Yo mama so ugly that when she was born the doctor slap her parents. Yo mama so dumb that she sat on the tv and watches her wheelchair.,Yo Momma
3206,yo momma is so poor everytime someone rings the doorbell the toilet flushes,Yo Momma
2786,Yo mama so dumb that she thought Taco Bell was a Mexican phone company.,Yo Momma
4437,"Yo mama so stupid, when her softball coach said to keep her eye on the ball, she stared at the softball for 3 days straight!",Yo Momma
4079,"yo mama's so fat, she waz about 2 jump in the ocean, and the ocean jumped out and said u 1st.",Yo Momma
5768,"You momma is so stupid, she went to the Clippers game to get a haircut!",Yo Momma
5380,"Yo Momma so fat, she filled up the tub before she put the water in it.",Yo Momma
4910,"Yo momma so stupid she asked to buy a vowel on Wheel of Fortune and said ""S""",Yo Momma
3714,"Yo Momma so stupid, she tried to cut through a safe with a Laser Tag gun!",Yo Momma
4763,"Yo momma is so old, she was stood up by King Tut, before he became a mummy.",Yo Momma
5436,"Yo momma's so ugly, yo daddy had eye surgery TO REMOVE HIS SIGHT!",Yo Momma
9686,"Your mum's so fat, she jumped for joy and got stuck.",Yo Momma
5896,"Yo momma is so fat, I got stuck in her shadow.",Yo Momma
1930,Yo momma is so fat when I put her on the family tree the branch broke.,Yo Momma
6693,Yo Momma smells so bad the skunk gave her his stripe.,Yo Momma
7857,Yo momma's so stupid she tried to drown a fish.,Yo Momma
1593,"Yo moma's like the Bermuda Triangle, they both swallow a lot of seamen.",Yo Momma
6275,Yo mama is so greasy Yo mama so greasy she used bacon as a band-aid! Yo mama so greasy she sweats Crisco! Yo mama so greasy Texaco buys Oil from her,Yo Momma
1832,"Yo momma so fat, she pulls up a chair to an all-u-can-eat buffet!",Yo Momma
3899,"Yo Momma is so poor, I saw her walking down the street with one shoe, and I said, ""Hey, you lost a shoe."" And she said, ""No, I found one.""",Yo Momma
602,"Yo mama so fat, she coughed next to a corn field and made popcorn.",Yo Momma
3097,"Yo momma is so fat, she sat on a gamecube and made it into a gameboy advance.",Yo Momma
5878,yo mamma is so thin when she turns sidways she dissapears,Yo Momma
9924,Yo mamma is so fat she walked into the GAP and filled it.,Yo Momma
6739,"Your mamma is soooo ugo... When you look in the mirror you die of fright, as you look just like her.",Yo Momma
835,"Yo Mama so stupid, she got fired at the M & M factory because she threw out all the W's!",Yo Momma
8522,Yo momma is like the internet; she's worldwide.,Yo Momma
5947,"Yo momma is so fat, it takes 20 navy ships just to get her half way across the ocean, and they run out of gas. Then she farts and goes around the world 2 times.",Yo Momma
